unique_id,fieldguide,english_common,latin_species,length,order,family,family_english,voice,warblish,usable,voice_reduced,non_vocalization,distance_amplitude,namesake,qualifies_as_song,mimicry,comparison,comparison_type,comparison_expression,comparand,comp_construction,comp_dimension,duplicated_comparison,comments
id_3016,morcombe_australia,Eastern Rosella,Platycercus eximius,29-33cm,Psittaciformes,Psittaculidae,Old World Parrots,"in flight, brisk, sharp, clear, rapid ""quink-quink, quink-quink"" and even more rapid ""whit-whit-whit-whit-"". Slower, more drawn-out, is a high, clear, ringing ""pee-pt-eee""; there is also much rapid, confused chattering within groups.",NO,yes,"brisk, sharp, clear, rapid ""quink-quink, quink-quink"" ; even more rapid ""whit-whit-whit-whit-""; Slower, more drawn-out, is a high, clear, ringing ""pee-pt-eee""; much rapid, confused chattering",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6564,simpson_day_australian,Speckled Warbler,Pyrrholaemus sagittatus,11.5-12.5,NA,NA,NA,"soft, musical, variable song; a harsh grating twitter; mimicry.",NO,yes,"soft, musical, variable song; a harsh grating twitter",NA,NA,NA,NA,mimicry,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4707,peterson_chalif_mexico,Bright-rumped Attila,Attila spadiceus,7-8.5in,Passeriformes,Tyrannidae,"Tyrant Flycatchers, Calyptura","A musical ""weeba weeba weeba weeba"" (Chalif). A fly-catcherlike ""wheet, wheet-wheet-wheeto, wheeto"" (RTP).",NO,yes,"musical ""weeba weeba weeba weeba""; ""wheet, wheet-wheet-wheeto, wheeto""",NA,NA,NA,NA,NA,comparison,to_other_bird_category,"fly-catcherlike ""wheet, wheet-wheet-wheeto, wheeto""",flycatcher,Clike O,none,NA,NA
id_1762,collins_gem_birds,Sedge Warbler,Acrocephalus schoenobaenus,13,Passeriformes,Acrocephalidae,Reed Warblers & Allies,"Vocal; rapid metallic repetitive jingling, twangy and chattering notes. ""Tuck"" alarm call.",NO,yes,"rapid metallic repetitive jingling, twangy and chattering notes; ""Tuck"" call",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3750,national_geographic_america,Common Tern,Sterna hirundo,"37cm (length), 76cm (wingspan)",Charadriiformes,Laridae,"Gulls, Terns, Skimmers","Calls are a sharp ""kip"" and a distinctive low, piercing, drawn-out ""kee-a-r-r-r"".",NO,yes,"a sharp ""kip"" and a distinctive low, piercing, drawn-out ""kee-a-r-r-r""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2530,mackinnon_china,White-tailed Robin,Myiomela leucura,17,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers",Has a powerful sweet song.,NO,yes,Has a powerful sweet song,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3760,national_geographic_america,Black Skimmer,Rynchops niger,"L 46cm, WS 112cm",Charadriiformes,Laridae,"Gulls, Terns, Skimmers","Typical call is a nasal ""ip"" or ""yep"".",NO,yes,"a nasal ""ip"" or ""yep""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5790,sibley_birds,Great Kiskadee,Pitangus sulphuratus,9.75,Passeriformes,Tyrannidae,"Tyrant Flycatchers, Calyptura","Song a raucous, high, repeated ""KREEtaperr"" (*kiskadee* or *Christopher*); often repeated in chorus with several individuals. All calls loud, clear, raucous, repeated; most common a rather long, level squeal ""weee""; also a high, rough ""grrt"".",NEW,yes,"a raucous, high, repeated ""KREEtaperr"" (*kiskadee* or *Christopher*), often repeated in chorus ; calls loud, clear, raucous, repeated; a rather long, level squeal ""weee"";  high, rough ""grrt""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2777,morcombe_australia,Black Bittern,Ixobrychus flavicollis,55-65cm,Pelecaniformes,Ardeidae,"Herons, Bitterns","presence may be revealed by loud, deep, drawn-out, booming ""whOOOm, whOOm"" at intervals of 10-20 sec; often answered by similar calls from a distance. Also soft moaning sounds, soft, low hissing, and a repetitive ""e-eh, e-eh"" at the nest.",NO,yes,"loud, deep, drawn-out, booming ""whOOOm, whOOm"" at intervals of 10-20 sec; soft moaning sounds, soft, low hissing; and a repetitive ""e-eh, e-eh"" ",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3166,morcombe_australia,Brown Thornbill,Acanthiza pusilla,9.5-10.5cm,Passeriformes,Acanthizidae,Australasian Warblers,"rich, musical with wide range of notes. Very high, clear whistles abruptly cascade in strong, rippling trills to notes unusually deep and mellow for so small a bird. Among these calls sharper scratchy sounds or mimcry of other birds may be inserted. In alarm, gives harsh, churring scoldings.",NO,yes,"rich, musical; Very high, clear whistles abruptly cascade in strong, rippling trills to notes unusually deep and mellow ; these calls sharper scratchy sounds ;  harsh, churring scoldings",NA,NA,NA,NA,or mimcry of other birds may be inserted,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_201,allabout_birds,Dunlin,Calidris alpina,19,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","The most commonly heard call is a high-pitched, scratchy ""krree"", given by birds in flight or in conflict. The song, heard mostly from males on the breeding grounds, often during display flights, is a remarkable series of highly modulated (burry) trills, beginning with a short set of lower notes that each rises in pitch, then finishing with a descending trill that recalls a movie sound-effect for a spaceship landing. The song can last 3.5 seconds.",NO,yes,"a high-pitched, scratchy ""krree""; The song, is a remarkable series of modulated (burry) trills, beginning with a short set of lower notes that each rises in pitch, then finishing with a descending trill ; the song can last 3.5 seconds",NA,NA,NA,NA,NA,comparison,to_inanimate,with a descending trill that recalls a movie sound-effect for a spaceship landing,a movie sound-effect for a spaceship landing,N that recalls C,none,NA,NA
id_293,allabout_birds,Horned Lark,Eremophila alpestris,18,Passeriformes,Alaudidae,Larks,"The Horned Lark's typical call, most often heard in fall and winter, is a high, piercing one- or two-note chip. Horned Larks sing a delicate, musical song particularly in the early morning as early as an hour and a half before sunrise. It's a fast, high-pitched sequence of sharp, tinkling notes, often rising in pitch to a quick jumble of concluding notes. Songs are typically a couple of seconds long but may go on for more than a minute. Males usually sing from a post, rock, clod, mound or other perch, but may sing on the wing, from a height of up to about 800 feet in the air.",NO,yes,"a high, piercing one- or two-note chip; sing a delicate, musical song particularly ; It's a fast, high-pitched sequence of sharp, tinkling notes, often rising in pitch to a quick jumble of concluding notes; typically a couple of seconds long but may go on for more than a minute",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2769,morcombe_australia,Eastern Reef Egret,Egretta sacra,60-65cm,NA,NA,NA,"gives a harsh, abrupt ""yowk, yowk"" in alarm. At nest during courtship, a deep, abrupt, guttural, frog-like ""yrok, yroak"" or ""yok-yok"".",NO,yes,"a harsh, abrupt ""yowk, yowk"" ; a deep, abrupt, guttural,  ""yrok, yroak"" or ""yok-yok""",NA,NA,NA,NA,NA,comparison,to_other_animal,"a deep, abrupt, guttural, frog-like ""yrok, yroak"" or ""yok-yok""",frog,C-like O,none,NA,NA
id_4332,national_geographic_america,Bobolink,Dolichonyx oryzivorus,18cm,Passeriformes,Icteridae,"Oropendolas, Orioles, Blackbirds","Male's loud, bubbling ""bob-o-link"" song, often given in flight, is heard in spring and summer. Flight call heard year-round and carrying a great distance is a repeated, whistled ""ink"". Also gives a blackbird-like ""chuck"" call.",NO,yes,"loud, bubbling ""bob-o-link"" song; is a repeated, whistled ""ink""; a ""chuck"" call",NA,carrying a great distance ,NA,NA,NA,comparison,to_other_species," Also gives a blackbird-like ""chuck"" call.",Blackbird,C-like O N,none,NA,NA
id_3428,national_geographic_america,Greater White-fronted Goose,Anser albifrons,71cm,Anseriformes,Anatidae,"Ducks, Geese, Swans","Call is a high-pitched, laughing ""kah-lah-aluck""; calls of 'elgasi' described as hoarser and lower pitched than other ssp.",NO,yes,"a high-pitched, laughing ""kah-lah-aluck""; hoarser and lower pitched",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_486,allabout_birds,Sage Thrasher,Oreoscoptes montanus,21.5,Passeriformes,Mimidae,"Mockingbirds, Thrashers","When alarmed, call is a low, hoarse cluck, very similar to a Red-winged Blackbird, accompanied by a flick of the tail. Occasionally gives a descending, clear, two-noted whistle, and a variety of scolding calls. Males have long, complex, melodic songs, with remarkable variety. The rambling series of phrases, often preceded by soft clucking notes, is continuous and interspersed with moments of repetition and mimicry. Songs can be very long indeed; one male was recorded singing for 22 minutes straight.",NO,yes,"a low, hoarse cluck ; a descending, clear, two-noted whistle, and a variety of scolding calls ; have long, complex, melodic songs, with remarkable variety ; The rambling series of phrases, often preceded by soft clucking notes, is continuous and interspersed with moments of repetition ; Songs can be very long indeed; singing for 22 minutes straight",NA,NA,NA,NA,interspersed with moments of repetition and mimicry,comparison,to_other_species,"a low, hoarse cluck, very similar to a Red-winged Blackbird",Red-winged Blackbird,"O, similar to C",none,NA,NA
id_3682,national_geographic_america,Common Redshank,Tringa totanus,28cm,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Calls include a musical ""tew"" or more mournful ""tew-hieu"". Alarm note is a series of ""twek"" notes.",NO,yes,"a musical ""tew"" ; or more mournful ""tew-hieu"" ;  note is a series of ""twek"" notes",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3139,morcombe_australia,Fernwren,Oreoscopus gutturalis,13-15cm,Passeriformes,Acanthizidae,Australasian Warblers,"A high, fine, ""pee-pee-PEEEE"", the last note strongly whistled, musical; another call is softer, brief, more even: ""pip-pip-pip-peeeee"". These calls are rather like display calls of Pied Honeyeater.",NO,yes,"high, fine, ""pee-pee-PEEEE"", the last note strongly whistled, musical; another  softer, brief, more even: ""pip-pip-pip-peeeee""",NA,NA,NA,NA,NA,comparison,to_other_species,These calls are rather like display calls of Pied Honeyeater.,Pied Honeyeater,N are like C,none,NA,NA
id_3570,national_geographic_america,Lucifer Hummingbird,Calothorax lucifer,10cm,Apodiformes,Trochilidae,Hummingbirds,"Call a hard, rich ""chih"", sometimes doubled; rapid series of notes in chases.",NO,yes,"a hard, rich ""chih"",  doubled; rapid series of notes",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1790,collins_gem_birds,Treecreeper,Certhia familiaris,12,Passeriformes,Certhiidae,Treecreepers,"Sharp, shrill ""zeee"" call; song distinctive descending trill with final flourish.",NO,yes,"Sharp, shrill ""zeee"" call; song distinctive descending trill with final flourish",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1809,collins_gem_birds,Goldfinch,Carduelis carduelis,13,Passeriformes,Fringillidae,"Finches, Euphonias","Sharp ""dee-dee-lit"" call; prolonged tinkling jingle of a song.",NO,yes,"Sharp ""dee-dee-lit"" call; prolonged tinkling jingle of a song",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2034,felix_hisek_birds,Red-necked Phalarope,Phalaropus lobatus,16.5,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Short scratchy notes such as ""whit"" or ""prip"".",NO,yes,"Short scratchy notes such as ""whit"" or ""prip""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6069,sibley_birds,Lark Sparrow,Chondestes grammacus,6.5,Passeriformes,Passerellidae,New World Sparrows,"Song rather slow-paced and varied with choppy rhythm; phrases generally high, mechanical rattling with some long trills ""zeer puk treeeeeee chido chido kreet-kreet-kreet-kreet trrrrrrrrrr..."". Flight call a high, sharp, metallic ""tink"". Alarm a high, piercing ""tsewp"".",NO,yes,"rather slow-paced and varied with choppy rhythm; phrases generally high, mechanical rattling with some long trills ""zeer puk treeeeeee chido chido kreet-kreet-kreet-kreet trrrrrrrrrr..."" ; a high, sharp, metallic ""tink"" ; a high, piercing ""tsewp""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4104,national_geographic_america,Narcissus Flycatcher,Ficedula narcissina,13cm,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers",NA,NO,no_record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_5173,rspb_pocket_birds_harrap,Grey Wagtail,Motacilla cinerea,19,Passeriformes,Motacillidae,"Wagtails, Pipits","Call ""tiz-zik"", like Pied Wagtail, but sharper, often followed by single ""zik"" notes as it flies away. Song a simple ""tsi-tsi-tsi"" and canary-like warblings.",NO,yes,"""tiz-zik"" but sharper, often followed by single ""zik"" notes ; a simple ""tsi-tsi-tsi"" and warblings",NA,NA,NA,NA,NA,comparison,to_similar_species;to_other_bird_category,"Call ""tiz-zik"", like Pied Wagtail, but sharper; Song a simple ""tsi-tsi-tsi"" and canary-like warblings.",Pied Wagtail;canary,"O, like C, but X-er;C-like O",sharper;none,NA,NA
id_6918,tarboton_kruger_national_park,Brown-crowned Tchagra,Tchagra australis,18cm,Passeriformes,Malaconotidae,Bushshrikes,"(...) while uttering a series of rolling, descending notes. Both species also have various grating alarm calls.",NO,yes,"a series of rolling, descending notes ; grating calls",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5053,rspb_pocket_birds_harrap,Tufted Duck,Aythya fuligula,44,Anseriformes,Anatidae,"Ducks, Geese, Swans","In display male Tufted Duck gives a series of rapid bubbling notes, female has growling call.",NO,yes,a series of rapid bubbling notes ; growling call,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3223,morcombe_australia,Crescent Honeyeater,Phylidonyris pyrrhopterus,15-16cm,NA,NA,NA,"loud, carrying ""tee-chiep""; variations include ""tee-cheop"", ""ti-chi-cheop, ti-chi-cheop"", ""tchop-tchop-tchip""; rollicking ""tchwop-it, tchwop-it, tchwop-it"".",NO,yes,"loud, carrying ""tee-chiep""; variations include ""tee-cheop"", ""ti-chi-cheop, ti-chi-cheop"", ""tchop-tchop-tchip""; rollicking ""tchwop-it, tchwop-it, tchwop-it""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1848,collins_gem_garden_birds,Fieldfare,Turdus pilaris,NA,Passeriformes,Turdidae,Thrushes,"A loud, harsh and repetitive ""chack"" call, often given in flight.",NO,yes,"loud, harsh and repetitive ""chack"" call",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_417,allabout_birds,Pied-billed Grebe,Podilymbus podiceps,34,Podicipediformes,Podicipedidae,Grebes,"Pied-billed Grebes have an extremely variable vocal repertoire. Among the most commonly heard sounds are a long, loud, rhythmic series of bleating whoops, coos, and gulping ""kuk-kuk-kuk"" notes; also a rippling, chuckling chatter.",NO,yes,"a long, loud, rhythmic series of bleating whoops, coos, and gulping ""kuk-kuk-kuk"" notes;  rippling, chuckling chatter",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_444,allabout_birds,Red-breasted Sapsucker,Sphyrapicus ruber,21,Piciformes,Picidae,Woodpeckers,"Call a harsh mewing ""waah"". Drumming a distinctive slow irregular tapping, easily imitated by tapping on a tree with a stick.",NO,yes,"a harsh mewing ""waah""","Drumming a distinctive slow irregular tapping, easily imitated by tapping on a tree with a stick",NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5240,rspb_pocket_birds_harrap,Cirl Bunting,Emberiza cirlus,15.5,Passeriformes,Emberizidae,Buntings,"Song a dry, rattling, trill lasting around 1.5 seconds, with the notes at the same pitch: ""tzi-tzi-tzi-tzi-tzi..."". Recalls a speeded-up Yellowhammer, but lacks the final wheezy ""bzuuu"". Males often sit on prominent perches to sing. Call a thin, rather quiet ""tsit"".",NO,yes,"a dry, rattling, trill lasting around 1.5 seconds, with the notes at the same pitch: ""tzi-tzi-tzi-tzi-tzi..."" ; speeded-up; a thin, rather quiet ""tsit""",NA,NA,NA,NA,NA,comparison,to_similar_species,"Recalls a speeded-up Yellowhammer, but lacks the final wheezy ""bzuuu""",Yellowhammer,"recalls C, but lacks X",none,NA,NA
id_1555,collins_british_rare,Rose-breasted Grosbeak,Pheucticus ludovicianus,17.5-20cm,Passeriformes,Cardinalidae,Cardinals & Allies,"Call is a sharp ""piik"".",NO,yes,"a sharp ""piik""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_848,bruun_hamlyn_guide,Middle Spotted Woodpecker,Dendrocoptes medius,20,NA,NA,NA,"In mating season it has a distinct slow cry ""gait-gait"". Does not drum as often as Great Spotted Woodpecker and drumming is weak.",NO,yes,"a distinct slow cry ""gait-gait"" ",Does not drum as often as Great Spotted Woodpecker and drumming is weak,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5364,sibley_birds,Sooty Shearwater,Ardenna grisea,17.5,NA,NA,NA,"Generally silent at sea. In feeding group occasionally gives raucous cry: a relatively high, nasal ""aaaa"".",NO,yes,"raucous cry: a relatively high, nasal ""aaaa""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1802,collins_gem_birds,Starling,Sturnus vulgaris,22,Passeriformes,Sturnidae,"Starlings, Rhabdornis","Vocal; harsh shrieking calls, song full of chattering notes and mimicry of other birds.",NO,yes,"harsh shrieking calls, song full of chattering notes",NA,NA,NA,NA,song full of chattering notes and mimicry of other birds,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1482,collins_british_rare,Sardinian Warbler,Curruca melanocephala,13-14cm,NA,NA,NA,"Calls include a churring ""drr-rrr-rrr..."" and a sharp ""tzeck"". Song is a rapid series of warbling and churring rattles, and whistling notes.",NO,yes,"a churring ""drr-rrr-rrr..."" and a sharp ""tzeck"" ; a rapid series of warbling and churring rattles, and whistling notes",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5011,rspb_brereton,Chiffchaff,Phylloscopus collybita,10-Nov,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,"""chiff-chaff"" song",NO,yes,"""chiff-chaff"" song",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1014,bruun_hamlyn_guide,Hawfinch,Coccothraustes coccothraustes,18,Passeriformes,Fringillidae,"Finches, Euphonias","Song is low and twittering, rarely heard. Call is metallic ""tpik"".",NO,yes,"low and twittering;  metallic ""tpik""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5197,rspb_pocket_birds_harrap,Blackcap,Sylvia atricapilla,13,Passeriformes,Sylviidae,Sylviid Babblers,"Call a hard ""tak"". Song initially a rambling chattering (rather like Garden Warbler), but each phrase typically ends with a crescendo of high, beautifully sweet, whistled notes. Sometimes gives several phrases without the sweet terminal notes and then very easy to confuse with Garden Warbler, but always eventually produces characteristic pure whistles. There are usually also significant gaps between each song phrase, unlike the near-continuous warbling of Garden Warbler.",NO,yes,"a hard ""tak"" ; initially a rambling chattering , but each phrase typically ends with a crescendo of high, beautifully sweet, whistled notes; several phrases without the sweet terminal notes, but always eventually produces characteristic pure whistles ; gaps between each song phrase",NA,NA,NA,NA,NA,comparison,to_similar_species;to_similar_species;to_similar_species,(rather like Garden Warbler); then very easy to confuse with Garden Warbler; unlike the near-continuous warbling of Garden Warbler,Garden Warbler;Garden Warbler;Garden Warbler,O (rather like C);very easy to confuse with C;unlike the O-ing of C,none;none;none,NA,NA
